"","city","bathrooms","bedrooms","beds","price","review_scores_rating","spoi1km","spoi5km","spoi10km","dist_train","beach1km","beach5km","city1km","city5km","city10km","home_apt","private_room","shared_room","Apartment","House","Townhouse"
"20166","Bondi Beach",1,2,3,595,94,0,52,64,0,1,0,0,0,1,"1","0","0","1","0","0"
"20167","Artarmon",2,2,2,119,100,60,116,102,1,0,0,0,0,1,"1","0","0","1","0","0"
"20168","Bondi Beach",1,1,1,200,95,0,36,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"20169","Dulwich Hill",1,2,2,99,91,0,100,78,1,0,0,0,0,1,"1","0","0","1","0","0"
"20170","Little Bay",1,1,1,90,100,0,24,9,0,0,1,0,0,0,"0","1","0","0","1","0"
"20171","Chatswood",1,1,1,109,95,100,100,95,1,0,0,0,0,1,"1","0","0","1","0","0"
"20172","Rosebery",1.5,2,5,150,100,0,32,75,0,0,1,0,0,1,"1","0","0","0","1","0"
"20173","Oxley Park",1,3,6,109,100,0,8,4,0,0,0,0,0,0,"1","0","0","0","1","0"
"20174","Ultimo",1,1,2,160,95,60,216,69,1,0,0,0,1,0,"1","0","0","1","0","0"
"20175","Wentworth Point, New South Wales, AU",2,2,2,249,87,20,92,88,0,0,0,0,0,1,"1","0","0","1","0","0"
"20176","Killara",1,1,2,150,100,40,84,58,0,0,0,0,0,0,"1","0","0","1","0","0"
"20177","Freshwater",1,2,2,135,100,0,24,39,0,0,1,0,0,0,"1","0","0","1","0","0"
"20178","Marrickville",1.5,2,2,220,100,40,64,71,1,0,0,0,0,1,"1","0","0","0","1","0"
"20179","Pagewood",2,1,1,131,100,0,8,68,0,0,1,0,0,1,"0","1","0","0","1","0"
"20180","Concord",2,2,3,451,100,0,136,93,0,0,0,0,0,1,"1","0","0","0","1","0"
"20181","Forestville",2,4,4,461,80,0,24,61,0,0,0,0,0,0,"1","0","0","0","1","0"
"20182","Bondi",2,1,2,95,100,0,56,67,0,0,1,0,0,1,"0","1","0","1","0","0"
"20183","Potts Point",1,1,2,150,95,40,224,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"20184","Glebe",1,1,1,139,100,20,216,70,1,0,0,0,1,0,"1","0","0","1","0","0"
"20185","Manly",2,3,3,480,93,100,44,42,0,1,0,0,0,0,"1","0","0","1","0","0"
"20186","Mascot",1,1,1,95,100,0,36,83,1,0,0,0,0,1,"0","1","0","1","0","0"
"20187","Rushcutters Bay",2,1,1,101,100,60,224,55,1,0,1,0,1,0,"0","1","0","1","0","0"
"20188","Crows Nest",1,1,1,68,100,0,252,70,0,0,1,0,1,0,"0","1","0","0","1","0"
"20189","Newtown",1,1,1,70,93,0,212,54,1,0,0,0,1,0,"0","1","0","0","1","0"
"20190","North Sydney",1,1,2,249,93,40,244,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"20191","Queenscliff",2,2,2,350,100,0,36,38,0,1,0,0,0,0,"1","0","0","1","0","0"
"20192","Kirribilli",1,1,1,91,100,80,244,57,1,0,1,0,1,0,"0","1","0","1","0","0"
"20193","Bondi Beach",1,1,1,170,70,0,52,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"20194","Rose Bay, New South Wales, AU",1,2,2,249,100,0,80,71,0,0,1,0,0,1,"1","0","0","1","0","0"
"20195","Ryde",2,2,4,200,80,100,72,117,1,0,0,0,0,1,"1","0","0","1","0","0"
"20196","Epping",1.5,2,2,95,100,20,52,93,1,0,0,0,0,1,"1","0","0","1","0","0"
"20197","Randwick",1,2,1,150,98,0,48,70,0,0,1,0,0,1,"1","0","0","1","0","0"
"20198","Castle Hill",1,1,1,40,100,20,4,50,0,0,0,0,0,1,"0","1","0","1","0","0"
"20199","Alexandria",1,1,1,129,100,20,204,56,1,0,0,0,1,0,"1","0","0","1","0","0"
"20200","Bondi Beach",1,2,1,350,87,0,32,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"20201","Queens Park",1,3,3,260,100,20,100,60,1,0,1,0,1,0,"1","0","0","0","1","0"
"20202","North Bondi",1,1,1,200,86,0,56,70,0,0,1,0,0,1,"1","0","0","0","1","0"
"20203","Fairlight",2,2,3,249,96,80,72,53,0,1,0,0,0,0,"1","0","0","1","0","0"
"20204","Fairlight",1,1,1,125,100,60,72,53,0,1,0,0,0,0,"0","1","0","1","0","0"
"20205","Paddington",1,1,1,119,84,0,200,49,0,0,1,0,1,0,"1","0","0","1","0","0"
"20206","Surry Hills",2,1,2,249,100,60,196,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"20207","Annandale",1,1,1,50,100,80,208,61,0,0,0,0,1,0,"0","1","0","0","1","0"
"20208","Bondi Beach",1,2,2,365,100,0,52,64,0,1,0,0,0,1,"1","0","0","1","0","0"
"20209","Randwick",1,2,2,180,96,0,48,68,0,0,1,0,0,1,"1","0","0","1","0","0"
"20210","Manly",2,2,2,200,100,80,56,39,0,1,0,0,0,0,"1","0","0","0","0","1"
"20211","Newington",1.5,1,1,71,73,60,132,68,0,0,0,0,0,1,"0","1","0","0","1","0"
"20212","North Ryde",1,1,1,99,100,0,92,80,0,0,0,0,0,0,"0","1","0","0","1","0"
"20213","Homebush West",1,1,3,20,100,0,96,86,1,0,0,0,0,1,"0","1","0","0","1","0"
"20214","Surry Hills",1,1,1,60,93,20,216,50,0,0,1,0,1,0,"0","1","0","1","0","0"
"20215","Guildford West",2.5,4,6,266,100,0,72,58,0,0,0,0,0,1,"1","0","0","0","1","0"
"20216","Randwick",2,3,4,650,100,0,64,66,0,0,1,0,0,1,"1","0","0","0","1","0"
"20217","North Parramatta",1,1,1,44,100,220,152,32,0,0,0,1,0,0,"0","1","0","1","0","0"
"20218","Woollahra",1,1,1,139,100,40,168,49,1,0,1,0,1,0,"1","0","0","1","0","0"
"20219","Waterloo",1,2,2,137,100,20,184,56,1,0,1,0,1,0,"1","0","0","1","0","0"
"20220","Bondi",1,1,1,174,100,20,40,70,0,0,1,0,0,1,"1","0","0","1","0","0"
"20221","Mosman",1,2,2,249,95,20,200,58,0,0,1,0,0,1,"1","0","0","1","0","0"
"20222","Bondi Beach",1,0,1,95,100,0,48,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"20223","Mosman",1,1,1,235,97,40,148,72,0,1,0,0,0,1,"0","1","0","0","1","0"
"20224","Bondi Beach",2,2,3,400,100,0,52,66,0,1,0,0,0,1,"1","0","0","0","1","0"
"20225","Camperdown",1,3,5,194,80,20,220,51,1,0,0,0,1,0,"1","0","0","0","1","0"
"20226","Freshwater",1,1,2,165,100,0,32,30,0,1,0,0,0,0,"1","0","0","1","0","0"
"20227","Pyrmont",1.5,3,3,397,79,80,224,66,1,0,1,0,1,0,"1","0","0","0","1","0"
"20228","Turramurra",1,2,2,150,98,60,84,29,1,0,0,0,0,0,"1","0","0","1","0","0"
"20229","Redfern",2,2,2,170,100,20,204,55,1,0,0,0,1,0,"1","0","0","1","0","0"
"20230","Elizabeth Bay",1,1,1,131,100,40,228,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"20231","Kingsford",1,1,1,46,60,0,20,73,0,0,1,0,0,1,"0","1","0","1","0","0"
"20232","Redfern",1,1,1,91,93,80,192,63,1,0,1,0,1,0,"0","1","0","1","0","0"
"20233","Bexley",1,1,1,60,97,40,32,34,1,0,1,0,0,0,"0","1","0","1","0","0"
"20234","Randwick",1,3,2,451,70,0,20,74,0,0,1,0,0,1,"1","0","0","0","1","0"
"20235","Caringbah",1,1,1,70,80,20,8,18,1,0,1,0,0,0,"0","1","0","1","0","0"
"20236","North Balgowlah",2,4,4,634,100,0,72,80,0,0,1,0,0,1,"1","0","0","0","1","0"
"20237","Bondi",1,2,2,350,80,0,24,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"20238","Sydney",1,0,1,130,100,360,160,63,1,0,1,1,0,0,"1","0","0","1","0","0"
"20239","Lane Cove",1,1,1,30,100,0,108,113,0,0,0,0,0,1,"0","1","0","1","0","0"
"20240","West Ryde",2,1,1,67,100,40,76,105,1,0,0,0,0,1,"0","0","1","0","1","0"
"20241","Lane Cove North",1,1,1,110,100,80,116,96,1,0,0,0,0,1,"1","0","0","1","0","0"
"20242","Chiswick",1,1,1,135,100,0,120,106,0,0,0,0,0,1,"0","1","0","1","0","0"
"20243","Coogee",1,2,2,249,60,0,20,75,0,0,1,0,0,1,"1","0","0","1","0","0"
"20244","Bondi Beach",2,3,3,231,84,0,52,67,0,0,1,0,0,1,"1","0","0","0","1","0"
"20245","Rhodes",1,1,1,68,97,0,80,106,1,0,0,0,0,1,"0","1","0","1","0","0"
"20246","Rhodes",1,2,2,200,100,0,92,100,1,0,0,0,0,1,"1","0","0","1","0","0"
"20247","Pyrmont",1.5,3,3,443,100,140,212,66,1,0,1,0,1,0,"1","0","0","0","1","0"
"20248","Bondi Beach",1,1,2,80,100,0,44,66,0,1,0,0,0,1,"0","1","0","0","1","0"
"20249","Killara",1,1,1,125,96,20,96,57,1,0,0,0,0,0,"1","0","0","1","0","0"
"20250","Ultimo",1,1,2,150,91,120,208,68,1,0,1,0,1,0,"1","0","0","1","0","0"
"20251","Sydney",1,1,1,295,80,300,196,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"20252","Potts Point",1,1,2,186,96,40,228,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"20253","Newtown",1,1,1,75,90,0,212,53,1,0,0,0,1,0,"0","1","0","0","1","0"
"20254","Zetland",1.5,2,4,400,100,20,144,59,1,0,0,0,1,0,"1","0","0","0","1","0"
"20255","Ultimo",1.5,2,2,599,80,100,204,69,1,0,1,0,1,0,"1","0","0","0","1","0"
"20256","North Strathfield",1,1,1,75,96,40,92,82,1,0,0,0,0,1,"0","1","0","1","0","0"
"20257","Bronte",1,1,1,50,80,20,24,74,0,0,1,0,0,1,"0","1","0","1","0","0"
"20258","Neutral Bay",1,1,1,135,92,0,264,54,0,0,1,0,1,0,"1","0","0","1","0","0"
"20259","Cremorne",1,0,1,89,100,0,208,63,0,1,0,0,0,1,"1","0","0","1","0","0"
"20260","Bondi",1,2,3,321,95,20,36,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"20261","Randwick",1,1,1,153,100,0,40,70,0,0,1,0,0,1,"1","0","0","1","0","0"
"20262","Kensington",1,1,1,150,80,0,128,60,0,0,1,0,1,0,"0","1","0","1","0","0"
"20263","Artarmon",2,1,2,200,100,60,112,102,1,0,1,0,0,1,"1","0","0","1","0","0"
"20264","Warriewood",2.5,4,5,599,100,0,4,6,0,0,1,0,0,0,"1","0","0","0","1","0"
"20265","Stanmore",1,1,1,174,100,0,160,61,1,0,0,0,1,0,"0","1","0","0","1","0"
"20266","Bondi Junction",1,1,1,127,100,20,88,63,1,0,1,0,0,1,"1","0","0","1","0","0"
"20267","Rose Bay",2.5,2,2,300,100,0,88,69,0,0,1,0,0,1,"1","0","0","1","0","0"
"20268","Avalon Beach",1,1,1,220,100,20,12,4,0,1,0,0,0,0,"1","0","0","1","0","0"
"20269","Sydney",1,1,1,260,96,280,172,62,1,0,1,1,0,0,"0","1","0","1","0","0"
"20270","Elizabeth Bay",1,1,1,255,100,40,228,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"20271","Randwick",1,1,1,80,91,0,52,69,0,0,1,0,0,1,"0","1","0","1","0","0"
"20272","Bondi Junction",1,1,1,150,80,20,128,56,1,0,1,0,1,0,"0","1","0","1","0","0"
"20273","Double Bay",1,1,1,145,100,20,188,50,1,0,1,0,1,0,"1","0","0","1","0","0"
"20274","Ultimo",1,1,1,500,100,80,204,69,1,0,0,0,1,0,"1","0","0","1","0","0"
"20275","Bellevue Hill",1,1,1,189,100,20,188,54,1,1,0,0,1,0,"1","0","0","1","0","0"
"20276","Newport",3,3,3,464,90,0,8,7,0,1,0,0,0,0,"1","0","0","0","1","0"
"20277","Five Dock",1,1,1,40,93,0,112,97,0,0,0,0,0,1,"0","1","0","0","1","0"
"20278","North Bondi",1,2,3,280,100,0,52,67,0,1,0,0,0,1,"1","0","0","0","1","0"
"20279","Potts Point",1,2,2,186,94,120,208,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"20280","Paddington",2,3,3,599,100,0,188,51,0,0,1,0,1,0,"1","0","0","0","1","0"
"20281","Avalon Beach",2,4,4,550,100,0,20,3,0,1,0,0,0,0,"1","0","0","0","1","0"
"20282","Bronte",1,2,2,190,100,20,24,72,0,0,1,0,0,1,"1","0","0","1","0","0"
"20283","Bondi Junction",1,1,1,150,100,20,92,62,1,0,1,0,1,0,"0","1","0","1","0","0"
"20284","Leichhardt",1,2,2,200,100,20,172,76,1,0,0,0,1,0,"1","0","0","0","1","0"
"20285","Sylvania Waters",3,5,12,341,80,0,16,21,0,0,1,0,0,0,"1","0","0","0","1","0"
"20286","Bondi Junction",1,2,2,400,100,20,96,61,1,0,1,0,1,0,"1","0","0","1","0","0"
"20287","Bellevue Hill",2,3,3,350,100,20,84,64,1,0,1,0,0,1,"1","0","0","1","0","0"
"20288","Randwick",2,2,2,205,91,0,68,65,0,0,1,0,0,1,"1","0","0","1","0","0"
"20289","North Bondi",1,0,2,160,97,0,48,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"20290","Bondi",2,3,3,400,100,0,56,67,0,0,1,0,0,1,"1","0","0","1","0","0"
"20291","Coogee",1,1,1,89,100,0,8,69,0,1,0,0,0,1,"0","1","0","1","0","0"
"20292","Newtown",1,1,1,109,100,20,212,56,1,0,0,0,1,0,"1","0","0","1","0","0"
"20293","Mosman",1,1,1,139,100,40,148,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"20294","Alexandria",1,1,1,82,100,20,204,56,1,0,0,0,1,0,"0","1","0","1","0","0"
"20295","Bondi Beach",1,2,2,249,100,0,52,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"20296","Bondi",1,1,2,68,90,0,52,68,0,0,1,0,0,1,"0","1","0","1","0","0"
"20297","Breakfast Point",1,1,1,135,100,0,120,106,0,0,0,0,0,1,"1","0","0","1","0","0"
"20298","Lilyfield",3,1,1,93,100,20,168,81,1,0,0,0,1,0,"0","1","0","0","1","0"
"20299","Rose Bay",1,1,1,150,87,0,80,70,0,0,1,0,0,1,"1","0","0","1","0","0"
"20300","Rose Bay",1,3,3,550,98,0,156,57,0,0,1,0,1,0,"1","0","0","1","0","0"
"20301","Pyrmont",1,2,2,180,100,100,212,66,1,0,1,0,1,0,"1","0","0","0","1","0"
"20302","Mascot",2,2,3,217,65,0,36,84,1,0,0,0,0,1,"1","0","0","1","0","0"
"20303","Camperdown",1,2,2,170,94,20,220,52,1,0,0,0,1,0,"1","0","0","0","1","0"
"20304","Paddington",1,1,1,91,100,40,216,53,1,0,1,0,1,0,"0","1","0","0","0","1"
"20305","Bronte",1,2,1,125,100,20,20,74,0,0,1,0,0,1,"1","0","0","1","0","0"
"20306","Coogee",1,1,1,150,92,0,16,74,0,1,0,0,0,1,"0","1","0","1","0","0"
"20307","Bondi Junction",1,0,1,80,100,20,160,50,1,0,1,0,1,0,"1","0","0","1","0","0"
"20308","Coogee",1,2,2,300,100,0,16,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"20309","Maroubra",1,2,2,150,100,0,4,41,0,1,0,0,0,1,"1","0","0","1","0","0"
"20310","Balgowlah Heights",2.5,3,3,500,100,20,104,70,0,1,0,0,0,1,"1","0","0","0","1","0"
"20311","Sydney",1,2,2,249,100,200,188,62,1,0,1,1,0,0,"1","0","0","1","0","0"
"20312","Drummoyne",1,1,1,67,90,0,132,100,0,0,0,0,0,1,"1","0","0","1","0","0"
"20313","Manly",1,2,2,249,91,100,40,34,0,1,0,0,0,0,"1","0","0","1","0","0"
"20314","Saint Ives",2,5,4,290,100,0,56,46,0,0,0,0,0,0,"1","0","0","0","1","0"
"20315","Bondi Beach",1,1,2,249,93,0,40,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"20316","Manly",1,1,1,211,92,20,68,26,0,1,0,0,0,0,"1","0","0","1","0","0"
"20317","Sydney",2,2,2,350,93,240,188,59,1,0,1,1,0,0,"1","0","0","1","0","0"
"20318","Leichhardt",1,1,1,119,100,20,172,77,1,0,0,0,1,0,"1","0","0","1","0","0"
"20319","Manly",1,2,2,321,100,100,60,47,0,1,0,0,0,0,"1","0","0","1","0","0"
"20320","Rushcutters Bay",2,1,1,119,100,80,212,57,1,0,1,0,1,0,"0","1","0","1","0","0"
"20321","Zetland",1,1,1,170,87,20,132,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"20322","Vaucluse",2.5,4,4,675,98,120,64,67,0,1,0,0,0,1,"1","0","0","0","1","0"
"20323","Mosman",1,2,2,150,100,20,152,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"20324","Newtown",1,1,1,30,92,0,104,73,1,0,0,0,1,0,"0","0","1","1","0","0"
"20325","Newtown",2,1,1,64,92,0,172,58,1,0,0,0,1,0,"0","1","0","0","1","0"
"20326","Coogee",1,1,1,125,80,0,8,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"20327","St Ives",1,1,1,80,96,20,80,28,0,0,0,0,0,0,"0","1","0","1","0","0"
"20328","Forest Lodge",2,2,2,400,100,20,220,66,1,0,0,0,1,0,"1","0","0","1","0","0"
"20329","Homebush West",1,1,1,20,100,0,96,87,1,0,0,0,0,1,"0","1","0","0","1","0"
"20330","Rosebery",2,1,1,80,100,0,76,65,0,0,1,0,1,0,"0","1","0","0","1","0"
"20331","Balmain",1,1,1,101,96,120,224,72,0,0,0,0,1,0,"1","0","0","1","0","0"
"20332","Belmore",2,1,2,25,100,0,76,36,1,0,0,0,0,0,"0","0","1","0","1","0"
"20333","Hurstville",1,1,1,50,93,40,28,26,1,0,1,0,0,0,"0","1","0","1","0","0"
"20334","Coogee",1,3,3,198,100,0,8,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"20335","Pyrmont",1,1,2,84,80,180,188,69,1,0,1,1,0,0,"0","1","0","1","0","0"
"20336","Newtown",1,1,1,68,100,20,212,57,1,0,0,0,1,0,"0","1","0","0","1","0"
"20337","Pyrmont",2,2,2,200,100,140,196,68,1,0,1,1,0,0,"1","0","0","1","0","0"
"20338","Killara",2,2,3,148,100,100,76,51,1,0,0,0,0,0,"1","0","0","1","0","0"
"20339","Maroubra",1,1,2,135,100,0,4,39,0,1,0,0,0,1,"1","0","0","1","0","0"
"20340","Bondi Beach",1,2,2,350,100,0,40,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"20341","Manly",1,2,2,321,100,100,36,35,0,1,0,0,0,0,"1","0","0","1","0","0"
"20342","Surry Hills",1,1,1,125,90,80,208,52,1,0,1,0,1,0,"1","0","0","1","0","0"
"20343","Rose Bay",4,4,4,624,80,0,192,54,0,1,0,0,1,0,"1","0","0","0","1","0"
"20344","Potts Point",1,1,1,135,100,100,212,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"20345","Bondi Beach",2,3,3,801,93,0,52,65,0,1,0,0,0,1,"1","0","0","0","1","0"
"20346","Freshwater",3,3,5,720,95,0,24,36,0,0,1,0,0,0,"1","0","0","0","1","0"
"20347","Five Dock",1,1,1,67,93,0,108,96,0,0,0,0,0,1,"0","1","0","1","0","0"
"20348","Lewisham",1,1,1,249,100,0,96,83,1,0,0,0,0,1,"1","0","0","1","0","0"
"20349","Darlington",1,3,4,500,98,40,212,62,1,0,0,0,1,0,"1","0","0","0","1","0"
"20350","Bellevue Hill",1,2,2,172,100,0,92,66,0,0,1,0,0,1,"1","0","0","1","0","0"
"20351","Kensington",1,1,1,150,99,0,140,56,0,0,1,0,1,0,"1","0","0","1","0","0"
"20352","Paddington",2,4,4,524,90,0,172,51,0,0,1,0,1,0,"1","0","0","0","1","0"
"20353","Randwick",1,2,2,160,94,0,60,68,0,0,1,0,0,1,"1","0","0","1","0","0"
"20354","Paddington",3.5,3,3,396,100,20,176,48,1,0,1,0,1,0,"1","0","0","0","1","0"
"20355","Vaucluse",1,1,1,134,100,20,84,65,0,0,1,0,0,1,"0","1","0","1","0","0"
"20356","Lane Cove North",1,1,2,245,100,0,120,99,0,0,0,0,0,1,"1","0","0","1","0","0"
"20357","Bondi Beach",1,1,1,500,67,0,40,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"20358","Bellevue Hill",1,1,1,58,90,0,52,72,0,0,1,0,0,1,"0","1","0","1","0","0"
"20359","Surry Hills",2,1,1,80,100,100,196,57,1,0,1,0,1,0,"0","1","0","0","1","0"
"20360","Waterloo",1,1,1,200,100,20,168,57,1,0,0,0,1,0,"1","0","0","1","0","0"
"20361","Kingsford",1.5,1,2,50,100,0,36,72,0,0,1,0,0,1,"0","1","0","1","0","0"
"20362","Waterloo",1,1,1,130,87,0,160,52,0,0,1,0,1,0,"0","1","0","1","0","0"
"20363","North Bondi",1,2,3,350,100,0,36,63,0,1,0,0,0,1,"1","0","0","1","0","0"
"20364","Beverly Hills",1.5,1,1,60,90,0,44,32,1,0,0,0,0,0,"0","1","0","0","1","0"
"20365","Coogee",2,3,4,249,100,0,16,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"20366","Coogee",1,2,3,184,95,0,16,72,0,1,0,0,0,1,"1","0","0","1","0","0"
"20367","Freshwater",1,1,1,90,100,0,36,30,0,1,0,0,0,0,"1","0","0","1","0","0"
"20368","Wiley Park",1,1,1,60,96,20,32,42,1,0,0,0,0,0,"0","1","0","0","1","0"
"20369","Matraville",1,1,1,70,100,0,12,29,0,0,1,0,0,1,"0","1","0","0","1","0"
"20370","Stanmore",2,2,3,101,100,40,212,53,1,0,0,0,1,0,"1","0","0","1","0","0"
"20371","Redfern",1,1,1,249,100,80,188,64,1,0,1,0,1,0,"1","0","0","1","0","0"
"20372","Tempe",1,1,1,43,100,20,40,78,1,0,0,0,0,1,"0","1","0","1","0","0"
"20373","Redfern, Nouvelle-Galles du Sud, Australie",2,1,3,74,93,60,200,59,1,0,1,0,1,0,"0","1","0","1","0","0"
"20374","Surry Hills",1,1,1,101,90,120,196,59,1,0,1,0,1,0,"0","1","0","1","0","0"
"20375","Millers Point",2,2,2,750,80,320,180,61,1,0,1,0,1,0,"1","0","0","1","0","0"
"20376","Westmead",1,1,2,60,100,20,184,30,1,0,0,0,1,0,"0","1","0","1","0","0"
"20377","Turrella",2,1,1,58,98,0,48,71,1,0,1,0,0,1,"0","1","0","1","0","0"
"20378","Randwick",1,1,1,75,100,0,48,68,0,0,1,0,0,1,"0","1","0","1","0","0"
"20379","Kingsford",1.5,1,2,48,100,0,36,72,0,0,1,0,0,1,"0","1","0","1","0","0"
"20380","Bondi Beach",1,1,1,90,100,0,52,66,0,1,0,0,0,1,"0","1","0","1","0","0"
"20381","Bronte",1,1,1,84,80,20,8,74,0,1,0,0,0,1,"0","1","0","0","1","0"
"20382","Bondi Beach",1,2,2,700,100,0,48,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"20383","Ultimo",1,1,1,200,100,100,204,68,1,0,0,0,1,0,"1","0","0","1","0","0"
"20384","Redfern",2,2,2,225,100,40,200,57,1,0,0,0,1,0,"1","0","0","1","0","0"
"20385","Dee Why",1,1,1,212,97,0,20,20,0,1,0,0,0,0,"0","1","0","1","0","0"
"20386","Waterloo",1,1,1,90,100,20,168,51,0,0,1,0,1,0,"0","1","0","1","0","0"
"20387","North Bondi",2,1,2,101,100,0,40,68,0,1,0,0,0,1,"0","1","0","0","1","0"
"20388","Marrickville",1,1,1,52,90,0,88,78,1,0,0,0,0,1,"0","1","0","1","0","0"
"20389","Bondi Beach",1,1,1,149,100,0,52,64,0,1,0,0,0,1,"0","1","0","1","0","0"
"20390","Maroubra",1,2,2,268,80,0,4,48,0,0,1,0,0,1,"1","0","0","1","0","0"
"20391","Bondi Beach",2,2,2,280,87,0,52,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"20392","Dee Why",1,1,1,72,100,0,24,23,0,0,1,0,0,0,"0","1","0","1","0","0"
"20393","Kingsford",1,1,1,90,100,0,36,75,0,0,1,0,0,1,"0","1","0","0","1","0"
"20394","Randwick",1,1,1,70,100,0,52,67,0,0,1,0,0,1,"0","1","0","1","0","0"
"20395","Bellevue Hill",2,1,1,80,100,20,80,65,0,0,1,0,0,1,"0","1","0","1","0","0"
"20396","Mascot",1,1,1,68,60,0,12,74,0,0,0,0,0,1,"0","1","0","1","0","0"
"20397","Panania",1.5,1,1,42,100,0,20,16,1,0,0,0,0,1,"0","1","0","0","1","0"
"20398","Queenscliff",1.5,2,2,350,100,0,36,32,0,1,0,0,0,0,"1","0","0","1","0","0"
"20399","Queens Park",1,1,1,70,100,20,92,62,1,0,1,0,1,0,"0","1","0","0","1","0"
"20400","Chatswood",1,4,4,200,89,0,92,97,0,0,0,0,0,1,"1","0","0","0","1","0"
"20401","Marrickville",2,1,1,40,100,0,84,79,1,0,0,0,0,1,"0","1","0","0","0","1"
"20402","Waverley",1,1,2,161,80,40,44,70,1,0,1,0,0,1,"0","1","0","0","1","0"
"20403","Chippendale",1,2,2,290,96,80,200,67,1,0,1,0,1,0,"1","0","0","1","0","0"
"20404","Woollahra",2,1,1,63,100,0,168,51,0,0,1,0,1,0,"0","1","0","0","1","0"
"20405","Oatley",1.5,2,2,115,100,0,28,17,1,0,0,0,0,0,"1","0","0","1","0","0"
"20406","North Bondi",2,1,1,70,100,0,36,65,0,1,0,0,0,1,"0","1","0","0","1","0"
"20407","Annandale",1,1,2,60,100,40,220,65,1,0,0,0,1,0,"0","1","0","1","0","0"
"20408","North Bondi",1,2,3,350,100,0,40,68,0,1,0,0,0,1,"1","0","0","0","1","0"
"20409","Bondi Beach",1.5,1,1,101,100,0,52,67,0,1,0,0,0,1,"0","1","0","0","1","0"
"20410","Dolls Point",1,2,2,182,90,0,20,20,0,0,1,0,0,0,"1","0","0","1","0","0"
"20411","Potts Point",1,1,1,89,100,120,212,56,1,0,1,0,1,0,"0","1","0","0","1","0"
"20412","Randwick",1,1,1,71,100,0,84,62,0,0,1,0,1,0,"1","0","0","1","0","0"
"20413","Mona Vale",1,1,1,50,98,0,8,6,0,1,0,0,0,0,"0","1","0","1","0","0"
"20414","Randwick",1,1,1,200,80,0,88,61,0,0,1,0,1,0,"1","0","0","1","0","0"
"20415","Vaucluse",1,2,3,240,91,20,88,67,0,0,1,0,0,1,"1","0","0","0","1","0"
"20416","Balgowlah",1,1,1,60,100,0,84,66,0,1,0,0,0,1,"0","1","0","1","0","0"
"20417","North Bondi",1,3,3,599,70,0,36,62,0,1,0,0,0,1,"1","0","0","0","1","0"
"20418","Rose Bay",1,1,1,249,80,0,88,69,0,0,1,0,0,1,"1","0","0","1","0","0"
"20419","Balgowlah",1,2,1,165,98,0,80,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"20420","North Bondi",1.5,1,1,101,100,0,48,67,0,1,0,0,0,1,"0","1","0","0","1","0"
"20421","Randwick",1,1,1,105,93,0,28,73,0,0,1,0,0,1,"1","0","0","1","0","0"
"20422","South Coogee",1,2,2,200,80,0,8,54,0,0,1,0,0,1,"1","0","0","1","0","0"
"20423","Double Bay",1,2,2,290,98,20,196,56,1,0,1,0,1,0,"1","0","0","1","0","0"
"20424","Kensington",1.5,1,1,60,95,0,112,62,0,0,1,0,1,0,"0","1","0","0","1","0"
"20425","Coogee",1,1,1,84,100,0,16,72,0,1,0,0,0,1,"0","1","0","1","0","0"
"20426","Rose Bay",1,1,1,63,100,0,84,70,0,0,1,0,0,1,"0","1","0","1","0","0"
"20427","Camperdown",1,1,1,101,100,20,220,51,1,0,0,0,1,0,"0","1","0","1","0","0"
"20428","Manly",1,2,2,590,100,100,40,38,0,1,0,0,0,0,"1","0","0","0","1","0"
"20429","Double Bay",1,1,1,168,90,0,200,55,0,1,0,0,1,0,"1","0","0","1","0","0"
