"","city","bathrooms","bedrooms","beds","price","review_scores_rating","spoi1km","spoi5km","spoi10km","dist_train","beach1km","beach5km","city1km","city5km","city10km","home_apt","private_room","shared_room","Apartment","House","Townhouse"
"271","Bondi Junction",1,2,2,240,94,20,92,62,1,0,1,0,0,1,"1","0","0","0","1","0"
"272","Rose Bay",1,1,1,84,96,0,72,69,0,0,1,0,0,1,"0","1","0","1","0","0"
"273","Tamarama",1,2,2,350,90,20,16,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"274","Bondi Beach",1,1,1,50,93,0,40,67,0,1,0,0,0,1,"0","1","0","1","0","0"
"275","North Bondi",1,1,1,60,90,0,52,67,0,1,0,0,0,1,"0","1","0","1","0","0"
"276","Bondi Beach",1,1,1,90,96,0,52,68,0,0,1,0,0,1,"0","1","0","0","1","0"
"277","Bondi",1.5,1,1,70,100,20,44,67,0,1,0,0,0,1,"0","1","0","1","0","0"
"278","Bondi",1,2,2,249,95,0,24,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"279","Coogee",1.5,2,2,200,90,0,12,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"280","Darlington",1,1,1,115,98,40,208,64,1,0,0,0,1,0,"1","0","0","1","0","0"
"281","Coogee",1,1,1,56,94,0,20,74,0,1,0,0,0,1,"0","1","0","1","0","0"
"282","Queens Park",3,5,5,590,80,20,128,55,1,0,1,0,1,0,"1","0","0","0","1","0"
"283","Maroubra",2,3,3,571,100,0,4,46,0,1,0,0,0,1,"1","0","0","0","1","0"
"284","Erskineville",2,1,1,95,97,0,108,69,1,0,0,0,1,0,"0","1","0","1","0","0"
"285","Randwick",1.5,3,4,295,95,0,20,73,0,0,1,0,0,1,"1","0","0","0","1","0"
"286","Malabar",1,1,2,101,100,0,24,4,0,1,0,0,0,0,"0","1","0","0","1","0"
"287","Darlinghurst",1,1,1,380,100,140,204,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"288","Freshwater",1,1,2,70,100,0,32,31,0,1,0,0,0,0,"0","1","0","1","0","0"
"289","Bronte",1,2,4,150,97,20,16,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"290","Fairlight",1,2,3,190,100,60,80,53,0,1,0,0,0,0,"1","0","0","1","0","0"
"291","Manly",1,2,2,225,96,100,52,41,0,1,0,0,0,0,"1","0","0","1","0","0"
"292","Dulwich Hill",1.5,3,3,180,95,0,100,83,1,0,0,0,0,1,"1","0","0","0","1","0"
"293","Petersham",1,1,1,56,70,0,104,74,1,0,0,0,0,1,"0","1","0","1","0","0"
"294","Denistone",1,1,5,119,97,40,84,106,1,0,0,0,0,1,"1","0","0","0","1","0"
"295","Warrawee",1,1,1,79,80,60,80,27,1,0,0,0,0,0,"0","1","0","0","1","0"
"296","Newport",3,3,3,750,90,0,8,6,0,1,0,0,0,0,"1","0","0","0","1","0"
"297","Darlinghurst",2,2,1,249,95,120,208,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"298","Darlinghurst",1,2,2,200,100,80,212,51,1,0,1,0,1,0,"1","0","0","0","1","0"
"299","Mosman",1,1,1,150,100,40,148,72,0,1,0,0,0,1,"1","0","0","1","0","0"
"300","Waverley",1,1,1,75,84,20,24,73,0,0,1,0,0,1,"0","1","0","1","0","0"
"301","Balmain",2,4,4,671,80,140,212,73,1,0,1,0,1,0,"1","0","0","0","1","0"
"302","Collaroy Plateau",1,2,4,148,69,0,4,15,0,0,1,0,0,0,"1","0","0","0","1","0"
"303","Redfern",2,2,2,204,97,60,204,61,1,0,1,0,1,0,"1","0","0","1","0","0"
"304","Rose Bay",3,4,5,550,95,0,68,68,0,0,1,0,0,1,"1","0","0","0","1","0"
"305","Chifley",1,1,2,39,74,0,24,10,0,0,1,0,0,0,"0","0","1","0","1","0"
"306","Clovelly",1,2,2,200,97,0,12,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"307","Maroubra",1,1,1,50,97,0,4,43,0,0,1,0,0,1,"0","0","1","1","0","0"
"308","Monterey",1,1,1,39,93,0,32,30,0,1,0,0,0,0,"0","1","0","1","0","0"
"309","Bondi Junction",1,1,1,78,92,20,76,64,1,0,1,0,0,1,"0","1","0","1","0","0"
"310","North Bondi",1,1,1,189,100,0,36,63,0,1,0,0,0,1,"1","0","0","1","0","0"
"311","North Bondi",1,3,4,180,60,0,60,70,0,0,1,0,0,1,"1","0","0","0","1","0"
"312","Paddington",1,1,1,84,95,60,200,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"313","Potts Point",1,1,2,150,93,120,212,56,1,0,1,0,1,0,"1","0","0","1","0","0"
"314","Pymble",2.5,4,5,330,96,0,84,50,0,0,0,0,0,0,"1","0","0","0","1","0"
"315","Bondi Beach",1,2,2,275,89,0,56,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"316","Tamarama",1,2,2,160,93,20,20,72,0,1,0,0,0,1,"1","0","0","1","0","0"
"317","Double Bay",1,1,1,90,97,20,208,54,1,0,1,0,1,0,"0","1","0","1","0","0"
"318","Potts Point",1,1,1,129,88,40,228,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"319","Bondi",1.5,2,2,200,85,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"320","Crows Nest",2.5,3,5,329,92,40,256,67,1,0,1,0,1,0,"1","0","0","0","1","0"
"321","Bondi Beach",1,3,3,489,100,0,48,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"322","Bondi Beach",1,2,4,200,86,0,40,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"323","Alexandria",1,1,1,80,91,20,196,54,1,0,0,0,1,0,"0","1","0","0","1","0"
"324","Elizabeth Bay",1,1,1,145,88,40,228,56,1,0,1,0,1,0,"1","0","0","1","0","0"
"325","Dee Why",1,1,1,101,93,0,8,24,0,1,0,0,0,0,"0","1","0","1","0","0"
"326","La Perouse",1,1,1,150,93,60,12,6,0,0,1,0,0,0,"1","0","0","1","0","0"
"327","Manly",2,1,2,90,90,100,52,46,0,1,0,0,0,0,"0","1","0","1","0","0"
"328","Alexandria",1,1,1,64,95,20,192,55,1,0,0,0,1,0,"0","1","0","0","1","0"
"329","Sydney",3.5,6,7,400,100,0,64,60,0,0,0,0,0,0,"1","0","0","0","1","0"
"330","Elizabeth Bay",1,0,1,68,98,40,228,56,1,0,1,0,1,0,"1","0","0","1","0","0"
"331","Glebe",1.5,3,3,350,80,0,232,64,1,0,0,0,1,0,"1","0","0","0","1","0"
"332","Bondi Beach",1,1,1,180,97,0,48,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"333","Darlinghurst",1,1,1,133,93,80,216,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"334","Bondi Junction",1.5,2,1,200,100,20,88,62,1,0,1,0,0,1,"1","0","0","1","0","0"
"335","Forest Lodge",1,2,3,275,96,80,208,65,1,0,0,0,1,0,"1","0","0","0","1","0"
"336","Bondi",1,2,3,209,95,20,40,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"337","North Bondi",1,1,1,145,88,0,48,68,0,1,0,0,0,1,"0","1","0","1","0","0"
"338","Darlinghurst",1,1,1,150,80,100,212,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"339","Vaucluse",1,1,1,36,80,40,76,68,0,0,1,0,0,1,"0","1","0","1","0","0"
"340","Clovelly",4,5,5,975,100,20,8,74,0,1,0,0,0,1,"1","0","0","0","1","0"
"341","North Bondi",1,2,4,150,92,0,52,67,0,1,0,0,0,1,"1","0","0","0","1","0"
"342","Manly",1,2,1,220,93,100,36,36,0,1,0,0,0,0,"1","0","0","1","0","0"
"343","Bondi",1,1,4,129,95,0,52,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"344","Campsie",1,2,2,93,87,20,92,56,1,0,0,0,0,1,"1","0","0","1","0","0"
"345","Kirrawee",1,1,1,95,96,0,32,11,1,0,1,0,0,0,"1","0","0","1","0","0"
"346","Randwick",1.5,3,3,400,100,0,16,71,0,0,1,0,0,1,"1","0","0","0","1","0"
"347","Darlinghurst",2,2,3,189,92,80,208,56,1,0,1,0,1,0,"1","0","0","1","0","0"
"348","Bondi Beach",1,0,1,160,97,0,52,64,0,1,0,0,0,1,"1","0","0","1","0","0"
"349","Beacon Hill",1,1,1,64,73,0,8,42,0,0,1,0,0,0,"0","1","0","0","1","0"
"350","Pymble",1,2,4,105,94,20,100,44,1,0,0,0,0,0,"1","0","0","1","0","0"
"351","Kingsford",2,4,7,119,96,0,20,77,0,0,1,0,0,1,"1","0","0","0","1","0"
"352","Sydney",1.5,2,2,200,100,20,228,52,0,1,0,0,1,0,"1","0","0","1","0","0"
"353","Sydney",1,1,1,50,81,0,188,50,0,1,0,0,1,0,"0","1","0","0","1","0"
"354","Bondi Beach",1,1,1,174,92,0,36,62,0,1,0,0,0,1,"1","0","0","1","0","0"
"355","Balgowlah",1,1,2,160,99,0,92,66,0,1,0,0,0,1,"1","0","0","0","1","0"
"356","Bronte",1,2,2,135,85,20,20,75,0,1,0,0,0,1,"1","0","0","1","0","0"
"357","Bondi",2,2,2,300,90,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"358","Darlinghurst",1,1,1,150,100,140,204,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"359","Redfern",1,1,1,180,100,0,204,47,0,0,1,0,1,0,"0","1","0","1","0","0"
"360","Birchgrove",1,2,3,220,96,0,268,71,0,0,1,0,1,0,"1","0","0","1","0","0"
"361","Redfern",1,1,1,127,97,60,200,60,1,0,0,0,1,0,"1","0","0","1","0","0"
"362","Annandale",1,1,1,75,89,60,208,65,1,0,0,0,1,0,"0","1","0","0","1","0"
"363","Darling Point",1,2,2,999,100,40,232,53,0,0,1,0,1,0,"1","0","0","1","0","0"
"364","Beacon Hill",3,1,2,64,93,0,12,42,0,0,1,0,0,0,"0","1","0","0","1","0"
"365","Beacon Hill",1,1,1,50,98,0,12,42,0,0,1,0,0,0,"0","1","0","0","1","0"
"366","Double Bay",1,1,1,125,93,20,216,54,1,1,0,0,1,0,"0","1","0","1","0","0"
"367","Redfern",1,1,1,139,98,40,196,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"368","Bondi Beach",1,2,2,321,87,0,52,64,0,1,0,0,0,1,"1","0","0","1","0","0"
"369","Rozelle",1,1,1,102,98,20,236,75,0,0,0,0,1,0,"0","1","0","1","0","0"
"370","Newtown",1,1,1,139,99,0,176,59,1,0,0,0,1,0,"1","0","0","1","0","0"
"371","Bondi",2,3,3,700,100,20,28,71,0,1,0,0,0,1,"1","0","0","0","1","0"
"372","Baulkham Hills",1,1,3,84,90,0,24,54,0,0,0,0,0,1,"0","1","0","0","1","0"
"373","Fairlight",1.5,4,5,400,96,100,44,42,0,1,0,0,0,0,"1","0","0","0","1","0"
"374","Bondi",1,2,3,249,97,20,44,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"375","Clovelly",1,2,4,194,97,0,12,74,0,1,0,0,0,1,"1","0","0","1","0","0"
"376","Surry Hills",1,2,2,160,95,140,200,57,1,0,1,0,1,0,"1","0","0","0","1","0"
"377","Rozelle",3,3,3,850,100,80,228,70,0,0,0,0,1,0,"1","0","0","0","1","0"
"378","Randwick",2,4,4,630,98,0,32,71,0,0,1,0,0,1,"1","0","0","0","1","0"
"379","Petersham",1,3,7,380,90,0,100,75,1,0,0,0,0,1,"1","0","0","0","1","0"
"380","Bondi",1,2,2,200,90,20,36,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"381","Hornsby",1,1,1,60,80,20,40,18,1,0,0,0,0,0,"0","1","0","0","1","0"
"382","Maroubra",1.5,3,3,189,80,0,4,39,0,1,0,0,0,1,"1","0","0","0","1","0"
"383","Surry Hills",1.5,1,1,101,89,100,212,53,1,0,1,0,1,0,"0","1","0","1","0","0"
"384","Bondi Beach",1,2,2,174,84,0,40,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"385","North Bondi",3,4,4,900,100,0,48,66,0,1,0,0,0,1,"1","0","0","0","1","0"
"386","Redfern",2,3,2,321,90,0,188,46,0,0,1,0,1,0,"1","0","0","1","0","0"
"387","Zetland",1,1,1,110,100,20,152,54,1,0,1,0,1,0,"0","1","0","1","0","0"
"388","Lilyfield",1,1,1,90,93,60,204,69,1,0,0,0,1,0,"1","0","0","0","1","0"
"389","Bondi Beach",1,2,2,286,93,0,52,64,0,1,0,0,0,1,"1","0","0","1","0","0"
"390","Darlinghurst",1,1,2,115,90,80,216,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"391","Millers Point",1.5,2,2,321,94,220,200,64,1,0,1,0,1,0,"1","0","0","1","0","0"
"392","Bondi Beach",1,1,1,190,95,0,52,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"393","Bondi Beach",1,0,1,160,95,0,52,64,0,1,0,0,0,1,"1","0","0","1","0","0"
"394","Erskineville",2,3,3,235,91,0,208,53,1,0,0,0,1,0,"1","0","0","0","1","0"
"395","Coogee",1,2,3,211,100,0,12,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"396","Bronte",2,2,4,700,100,20,20,73,0,1,0,0,0,1,"1","0","0","0","1","0"
"397","Paddington",3,4,4,650,87,60,200,55,1,0,1,0,1,0,"1","0","0","0","1","0"
"398","Manly",1,3,4,295,95,100,52,43,0,1,0,0,0,0,"1","0","0","1","0","0"
"399","Manly",1,1,1,153,90,100,52,32,0,1,0,0,0,0,"0","1","0","1","0","0"
"400","Bondi",1,1,1,150,97,0,52,68,0,0,1,0,0,1,"1","0","0","1","0","0"
"401","Bellevue Hill",1,2,2,249,90,0,76,72,0,0,1,0,0,1,"1","0","0","1","0","0"
"402","Rhodes",3,2,2,225,80,0,84,102,1,0,0,0,0,1,"1","0","0","1","0","0"
"403","Bondi",1,1,1,270,90,0,24,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"404","Surry Hills",1,1,1,148,97,40,204,52,1,0,1,0,1,0,"0","1","0","0","1","0"
"405","Sydney",1,2,2,181,90,20,100,60,1,0,1,0,0,1,"1","0","0","1","0","0"
"406","Bondi Beach",1,2,4,126,100,0,40,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"407","Stanmore",1,1,1,74,95,20,180,60,1,0,0,0,1,0,"1","0","0","1","0","0"
"408","Darlington",1,3,4,300,80,40,208,65,1,0,0,0,1,0,"1","0","0","0","1","0"
"409","Centennial Park",1,1,1,101,73,0,164,51,0,0,1,0,1,0,"1","0","0","1","0","0"
"410","Bondi",1,2,3,274,90,20,44,68,0,0,1,0,0,1,"1","0","0","1","0","0"
"411","Coogee",1,0,1,220,97,0,16,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"412","Redfern",1,2,2,180,90,40,192,56,1,0,1,0,1,0,"1","0","0","0","1","0"
"413","Bronte",1,2,2,211,94,20,8,74,0,1,0,0,0,1,"1","0","0","1","0","0"
"414","Cammeray",1,2,2,125,90,0,200,73,0,0,1,0,0,1,"1","0","0","1","0","0"
"415","North Bondi",1,2,2,949,97,0,56,70,0,0,1,0,0,1,"1","0","0","0","1","0"
"416","Sydney",1,1,1,135,95,100,204,60,1,0,1,0,1,0,"1","0","0","1","0","0"
"417","Bondi",2,3,3,359,100,0,52,68,0,0,1,0,0,1,"1","0","0","0","1","0"
"418","Bondi Beach",1,1,2,150,98,0,44,68,0,1,0,0,0,1,"0","1","0","1","0","0"
"419","Tamarama",1,1,1,145,90,20,16,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"420","Newtown",1,2,2,130,93,20,204,52,1,0,0,0,1,0,"1","0","0","0","1","0"
"421","Avalon",3,3,4,480,88,20,24,1,0,0,1,0,0,0,"1","0","0","0","1","0"
"422","Petersham",1.5,1,1,50,91,0,148,73,1,0,0,0,1,0,"0","1","0","0","1","0"
"423","Mosman",1,1,1,80,100,20,148,72,0,1,0,0,0,1,"0","1","0","1","0","0"
"424","Maroubra",1,2,1,99,90,0,4,38,0,1,0,0,0,1,"1","0","0","1","0","0"
"425","Redfern",2,1,1,90,96,0,204,47,0,0,1,0,1,0,"0","1","0","0","1","0"
"426","Lane Cove North",1,1,1,60,96,0,108,110,0,0,0,0,0,1,"0","1","0","0","1","0"
"427","Chatswood",3,5,5,400,80,0,124,93,0,0,0,0,0,1,"1","0","0","0","1","0"
"428","Kensington",1,1,1,107,98,0,132,58,0,0,1,0,1,0,"0","1","0","1","0","0"
"429","North Bondi",1.5,2,3,376,100,0,48,67,0,1,0,0,0,1,"1","0","0","0","1","0"
"430","Sydney",1,1,1,75,88,100,52,45,0,1,0,0,0,0,"0","1","0","1","0","0"
"431","Mosman",1,1,4,180,79,20,148,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"432","Surry Hills",1,1,1,60,77,0,208,48,0,0,1,0,1,0,"0","1","0","0","1","0"
"433","Surry Hills",1,0,1,180,89,240,188,53,1,0,1,1,0,0,"1","0","0","1","0","0"
"434","North Sydney",1,1,2,145,95,40,268,53,0,0,1,0,1,0,"1","0","0","1","0","0"
"435","Hornsby",1,1,2,46,91,0,32,15,1,0,0,0,0,0,"0","1","0","0","1","0"
"436","Potts Point",1,1,1,84,92,40,228,58,1,0,1,0,1,0,"0","1","0","1","0","0"
"437","Newtown",1,1,1,139,97,0,176,57,1,0,0,0,1,0,"1","0","0","1","0","0"
"438","Bondi",1,1,1,174,94,0,68,66,0,0,1,0,0,1,"1","0","0","1","0","0"
"439","Potts Point",1,1,2,135,96,100,204,60,1,0,1,0,1,0,"1","0","0","1","0","0"
"440","Paddington",1.5,3,3,211,98,20,172,49,1,0,1,0,1,0,"1","0","0","0","1","0"
"441","Waverley",1,2,3,300,85,0,60,67,1,0,1,0,0,1,"1","0","0","0","1","0"
"442","Paddington",1,2,2,350,100,40,220,53,1,0,1,0,1,0,"1","0","0","0","1","0"
"443","Sydney",1,1,1,350,100,400,164,60,1,0,1,1,0,0,"1","0","0","1","0","0"
"444","North Bondi",1,2,2,249,86,0,36,64,0,1,0,0,0,1,"1","0","0","1","0","0"
"445","Hornsby",1,1,2,46,83,0,32,16,1,0,0,0,0,0,"0","1","0","0","1","0"
"446","Waverley",2,1,1,60,100,0,28,74,0,0,1,0,0,1,"0","1","0","0","0","1"
"447","Hornsby",1,1,2,46,92,0,32,15,1,0,0,0,0,0,"0","1","0","0","1","0"
"448","Vaucluse",1,1,1,90,100,20,88,69,0,0,1,0,0,1,"0","1","0","1","0","0"
"449","Enmore",1,1,1,60,100,0,152,64,1,0,0,0,1,0,"1","0","0","0","1","0"
"450","Paddington",1.5,3,3,350,95,0,172,53,0,0,1,0,1,0,"1","0","0","0","1","0"
"451","Coogee",1,1,1,70,86,0,12,74,0,1,0,0,0,1,"0","1","0","1","0","0"
"452","Potts Point",1,1,1,90,88,60,216,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"453","Newtown",1,1,1,150,60,20,212,57,1,0,0,0,1,0,"1","0","0","1","0","0"
"454","Bondi Junction",1.5,3,3,524,100,20,84,63,1,0,1,0,0,1,"1","0","0","0","1","0"
"455","Bondi",1,1,1,110,97,20,36,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"456","Maroubra",1,1,1,42,91,0,4,49,0,0,1,0,0,1,"0","1","0","1","0","0"
"457","Pyrmont",2,2,3,229,93,60,224,67,1,0,0,0,1,0,"1","0","0","1","0","0"
"458","Zetland",1,1,1,84,96,20,180,54,1,0,0,0,1,0,"0","1","0","1","0","0"
"459","Merrylands",1,1,1,70,96,20,200,27,1,0,0,0,1,0,"0","1","0","0","1","0"
"460","Bellevue Hill",1,1,2,70,89,20,144,57,0,0,1,0,1,0,"1","0","0","1","0","0"
"461","Bronte",2.5,3,3,420,93,20,16,72,0,1,0,0,0,1,"1","0","0","0","1","0"
"462","Coogee",1,1,1,89,98,0,16,71,0,1,0,0,0,1,"0","1","0","1","0","0"
"463","St Clair",1,1,1,80,100,0,4,6,0,0,0,0,0,1,"0","1","0","0","1","0"
"464","Leichhardt",2,3,4,270,85,80,128,84,1,0,0,0,0,1,"1","0","0","0","1","0"
"465","Randwick",1,1,1,101,93,0,24,74,0,0,1,0,0,1,"0","1","0","1","0","0"
"466","Maroubra",1,1,1,84,85,0,8,40,0,0,1,0,0,1,"0","1","0","0","1","0"
"467","Rose Bay",1,1,1,75,94,0,164,55,0,1,0,0,1,0,"0","1","0","1","0","0"
"468","Surry Hills",1,2,2,119,96,40,204,52,1,0,1,0,1,0,"1","0","0","1","0","0"
"469","Bronte",1,2,2,200,94,20,28,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"470","Darling Point",1.5,2,2,400,89,20,204,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"471","Bondi Beach",1,1,1,220,100,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"472","Bellevue Hill",1.5,3,3,139,93,20,164,53,1,0,1,0,1,0,"1","0","0","0","1","0"
"473","Leichhardt",2,2,3,211,92,20,144,79,1,0,0,0,0,1,"1","0","0","0","1","0"
"474","Clovelly",1,2,2,160,88,0,12,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"475","Manly",3.5,5,7,949,80,100,52,43,0,1,0,0,0,0,"1","0","0","0","1","0"
"476","Fairlight",1,1,1,200,92,80,72,53,0,1,0,0,0,0,"0","1","0","1","0","0"
"477","Waverley",2,1,1,75,91,20,28,73,0,1,0,0,0,1,"0","1","0","0","1","0"
"478","Redfern",1,1,1,125,100,0,188,48,0,0,1,0,1,0,"1","0","0","1","0","0"
"479","Randwick",1,1,1,64,90,0,36,71,0,0,1,0,0,1,"0","1","0","1","0","0"
"480","Bellevue Hill",1,2,2,180,93,0,56,72,0,0,1,0,0,1,"1","0","0","1","0","0"
"481","Bondi Beach",1,2,2,80,94,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"482","Tamarama",1,1,1,300,92,20,24,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"483","Woollahra",1,2,2,178,94,20,168,50,1,0,1,0,1,0,"1","0","0","1","0","0"
"484","Kirribilli",1,1,1,150,100,20,252,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"485","Bondi Beach",1,1,1,194,100,0,60,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"486","Darlinghurst",1,1,1,180,87,200,192,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"487","Sydney",1,1,2,315,88,400,168,60,1,0,1,1,0,0,"1","0","0","1","0","0"
"488","Bondi Beach",2,2,3,312,91,0,44,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"489","Mosman",2,3,4,480,100,20,152,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"490","Bondi Beach",1,2,4,211,83,0,36,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"491","Waverley",2,3,3,401,100,20,24,73,0,0,1,0,0,1,"1","0","0","0","0","1"
"492","Bronte",1,2,2,380,87,20,24,74,0,0,1,0,0,1,"1","0","0","1","0","0"
"493","Bondi Beach",1,2,3,350,90,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"494","Sydney",1,3,3,200,87,0,76,66,0,0,1,0,0,1,"1","0","0","0","1","0"
"495","Coogee",2,3,4,402,98,0,8,59,0,1,0,0,0,1,"1","0","0","1","0","0"
"496","Darlington",2,2,2,225,97,60,204,65,1,0,0,0,1,0,"1","0","0","1","0","0"
"497","Bondi Junction",1,2,2,180,100,20,148,54,1,0,1,0,1,0,"1","0","0","0","1","0"
"498","Lilyfield",1,1,2,165,94,20,216,70,1,0,0,0,1,0,"1","0","0","0","1","0"
"499","Arncliffe",2,3,4,249,96,0,32,56,1,0,1,0,0,1,"1","0","0","0","1","0"
"500","Bondi Beach",1,2,2,270,73,20,20,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"501","Normanhurst",0.5,1,1,95,98,0,68,21,1,0,0,0,0,0,"0","1","0","1","0","0"
"502","Waverley",4,4,5,900,90,20,36,72,0,0,1,0,0,1,"1","0","0","0","1","0"
"503","Bronte",1,1,1,99,100,20,8,75,0,1,0,0,0,1,"0","1","0","1","0","0"
"504","Kingsford",1,1,1,25,60,0,28,74,0,0,1,0,0,1,"0","0","1","1","0","0"
"505","Erskineville",1,2,4,300,87,0,152,59,1,0,0,0,1,0,"1","0","0","0","1","0"
"506","Bondi Beach",1,1,1,56,92,0,52,68,0,1,0,0,0,1,"0","1","0","1","0","0"
"507","Elizabeth Bay",1,1,1,170,91,60,220,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"508","Marrickville",1,1,3,93,86,40,64,72,1,0,0,0,0,1,"1","0","0","1","0","0"
"509","Fairlight",2,3,4,430,92,60,60,47,0,1,0,0,0,0,"1","0","0","0","1","0"
"510","Dee Why",1,1,1,139,100,0,24,20,0,1,0,0,0,0,"0","1","0","1","0","0"
"511","Newtown",1,1,1,68,92,0,168,58,1,0,0,0,1,0,"0","1","0","1","0","0"
"512","Rushcutters Bay",1,0,1,97,91,80,212,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"513","Redfern",1,1,1,40,93,40,192,56,1,0,1,0,1,0,"0","1","0","0","1","0"
"514","Paddington",1,2,1,150,80,0,184,51,0,0,1,0,1,0,"1","0","0","0","1","0"
"515","Bondi Beach",1,1,1,105,100,0,44,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"516","Randwick",1,1,1,60,93,0,28,73,0,0,1,0,0,1,"0","1","0","1","0","0"
"517","Waverley",1,3,3,184,94,20,68,65,1,0,1,0,0,1,"1","0","0","0","1","0"
"518","Darlinghurst",1,1,1,150,90,80,212,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"519","Lilyfield",1,0,3,174,99,60,204,70,1,0,0,0,1,0,"1","0","0","1","0","0"
"520","Darlinghurst",1,1,2,160,87,260,184,54,1,0,1,1,0,0,"1","0","0","1","0","0"
"521","Redfern",1,1,1,156,85,40,200,60,1,0,0,0,1,0,"1","0","0","1","0","0"
"522","Bondi Beach",1,2,2,200,87,0,52,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"523","Arncliffe",3,6,8,500,100,0,32,57,1,0,1,0,0,1,"1","0","0","0","1","0"
"524","Newtown",1,1,2,59,92,0,172,59,1,0,0,0,1,0,"0","1","0","1","0","0"
"525","Pyrmont",3,3,3,645,98,200,192,65,1,0,1,1,0,0,"1","0","0","1","0","0"
"526","Bondi Beach",1,1,2,198,93,0,36,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"527","Queenscliff",1,1,1,174,98,0,40,39,0,1,0,0,0,0,"1","0","0","1","0","0"
"528","Surry Hills",1,0,1,95,86,100,212,53,1,0,1,0,1,0,"1","0","0","1","0","0"
"529","Randwick",1,2,2,174,85,0,28,73,0,0,1,0,0,1,"1","0","0","1","0","0"
"530","Darling Point",2,3,3,495,99,60,212,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"531","Woolloomooloo",1,1,1,194,96,120,212,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"532","Manly",1,2,2,249,100,100,52,44,0,1,0,0,0,0,"1","0","0","1","0","0"
"533","Northwood",1,1,2,105,96,40,168,95,0,0,0,0,0,1,"0","1","0","0","1","0"
"534","Palm Beach",2,3,4,500,78,0,28,1,0,1,0,0,0,0,"1","0","0","0","1","0"
"535","North Bondi",1,1,1,75,93,0,40,68,0,1,0,0,0,1,"0","1","0","1","0","0"
"536","Newport",1.5,3,9,145,97,20,8,5,0,1,0,0,0,0,"1","0","0","0","1","0"
"537","Pyrmont",1,1,1,101,96,20,236,69,1,0,0,0,1,0,"0","1","0","1","0","0"
"538","Bellevue Hill",1,1,1,300,90,0,116,63,0,0,1,0,0,1,"1","0","0","1","0","0"
"539","Darlinghurst",1,1,1,200,90,80,216,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"540","Maroubra",1,2,2,341,92,0,12,32,0,0,1,0,0,1,"1","0","0","1","0","0"
